Index(['day', 'timestamp', 'product', 'bid_price_1', 'bid_volume_1',
       'bid_price_2', 'bid_volume_2', 'bid_price_3', 'bid_volume_3',
102200,EMERALDS,10000.0,0,0
102200,TOMATOES,4988.0,0,0
102300,TOMATOES,4990.0,0,0
102300,EMERALDS,10000.0,0,0
102400,EMERALDS,10000.0,0,0
102400,TOMATOES,4987.0,0,0
102500,TOMATOES,4987.0,0,0
102500,EMERALDS,10000.0,0,0
102600,EMERALDS,10000.0,0,0
102600,TOMATOES,4990.0,0,0
102700,TOMATOES,4986.5,0,0
102700,EMERALDS,10000.0,0,0
102800,EMERALDS,10000.0,0,0
102800,TOMATOES,4987.5,0,0
102900,TOMATOES,4988.0,0,0
102900,EMERALDS,10000.0,0,0
103000,EMERALDS,10000.0,0,0
103000,TOMATOES,4988.5,0,0
103100,TOMATOES,4989.0,0,0
103100,EMERALDS,10000.0,0,0
103200,EMERALDS,10000.0,0,0
103200,TOMATOES,4989.5,0,0
103300,TOMATOES,4989.5,0,0
103300,EMERALDS,10000.0,0,0
103400,EMERALDS,10000.0,0,0
103400,TOMATOES,4986.0,0,0
103500,TOMATOES,4989.0,0,0
103500,EMERALDS,10000.0,0,0
103600,EMERALDS,10000.0,0,0
103600,TOMATOES,4989.0,0,0
103700,TOMATOES,4989.0,0,0
103700,EMERALDS,10000.0,0,0
103800,EMERALDS,10000.0,0,0
103800,TOMATOES,4988.0,0,0
103900,TOMATOES,4988.5,0,0
103900,EMERALDS,10000.0,0,0
104000,TOMATOES,4988.0,0,0
104000,EMERALDS,10000.0,0,0
104100,EMERALDS,10000.0,0,0
104100,TOMATOES,4988.5,0,0
104200,EMERALDS,10000.0,0,0
104200,TOMATOES,4988.5,0,0
104300,TOMATOES,4988.5,0,0
104300,EMERALDS,10000.0,0,0
104400,TOMATOES,4988.5,0,0
104400,EMERALDS,10000.0,0,0
104500,EMERALDS,10000.0,0,0
104500,TOMATOES,4988.5,0,0
104600,EMERALDS,10000.0,0,0
104600,TOMATOES,4988.5,0,0
104700,TOMATOES,4988.0,0,0
104700,EMERALDS,10000.0,0,0
104800,TOMATOES,4988.5,0,0
104800,EMERALDS,10000.0,0,0
104900,EMERALDS,10000.0,0,0
104900,TOMATOES,4989.5,0,0
105000,EMERALDS,10000.0,0,0
105000,TOMATOES,4989.0,0,0
105100,TOMATOES,4988.5,0,0
105100,EMERALDS,10000.0,0,0
105200,TOMATOES,4988.5,0,0
105200,EMERALDS,10000.0,0,0
105300,EMERALDS,10000.0,0,0
105300,TOMATOES,4988.0,0,0
105400,EMERALDS,10000.0,0,0
105400,TOMATOES,4991.0,0,0
105500,TOMATOES,4988.0,0,0
105500,EMERALDS,10000.0,0,0
105600,TOMATOES,4987.5,0,0
105600,EMERALDS,10000.0,0,0
105700,EMERALDS,10000.0,0,0
105700,TOMATOES,4987.0,0,0
105800,EMERALDS,10000.0,0,0
105800,TOMATOES,4987.0,0,0
105900,TOMATOES,4986.5,0,0
105900,EMERALDS,10000.0,0,0
106000,TOMATOES,4986.0,0,0
106000,EMERALDS,10000.0,0,0
106100,EMERALDS,10000.0,0,0
106100,TOMATOES,4982.5,0,0
106200,EMERALDS,10000.0,0,0
106200,TOMATOES,4987.0,0,0
106300,TOMATOES,4983.5,0,0
106300,EMERALDS,10000.0,0,0
106400,TOMATOES,4982.5,0,0
106400,EMERALDS,10004.0,0,0
106500,EMERALDS,10000.0,0,0
106500,TOMATOES,4985.5,0,0
106600,EMERALDS,10000.0,0,0
106600,TOMATOES,4986.0,0,0
106700,TOMATOES,4986.5,0,0
106700,EMERALDS,10000.0,0,0
106800,TOMATOES,4986.5,0,0
106800,EMERALDS,10000.0,0,0
106900,EMERALDS,10000.0,0,0
106900,TOMATOES,4985.5,0,0
107000,EMERALDS,10000.0,0,0
107000,TOMATOES,4985.5,0,0
107100,TOMATOES,4986.5,0,0
107100,EMERALDS,10000.0,0,0
107200,TOMATOES,4986.5,0,0
107200,EMERALDS,10000.0,0,0
107300,EMERALDS,10000.0,0,0
107300,TOMATOES,4985.5,0,0
107400,EMERALDS,10000.0,0,0
107400,TOMATOES,4985.5,0,0
107500,TOMATOES,4986.0,0,0
107500,EMERALDS,10000.0,0,0
107600,TOMATOES,4985.5,0,0
107600,EMERALDS,10000.0,0,0
107700,EMERALDS,10000.0,0,0
107700,TOMATOES,4985.5,0,0
107800,EMERALDS,10000.0,0,0
107800,TOMATOES,4985.5,0,0
107900,TOMATOES,4985.5,0,0
107900,EMERALDS,10000.0,0,0
108000,TOMATOES,4986.0,0,0
108000,EMERALDS,10000.0,0,0
108100,EMERALDS,10000.0,0,0
108100,TOMATOES,4986.5,0,0
108200,EMERALDS,10000.0,0,0
108200,TOMATOES,4986.5,0,0
108300,TOMATOES,4987.0,0,0
108300,EMERALDS,10000.0,0,0
108400,TOMATOES,4987.0,0,0
108400,EMERALDS,10000.0,0,0
108500,EMERALDS,10000.0,0,0
108500,TOMATOES,4988.0,0,0
108600,EMERALDS,10000.0,0,0
108600,TOMATOES,4988.0,0,0
108700,TOMATOES,4988.5,0,0
108700,EMERALDS,10000.0,0,0
108800,TOMATOES,4987.5,0,0
108800,EMERALDS,10000.0,0,0
108900,EMERALDS,10000.0,0,0
108900,TOMATOES,4987.5,0,0
109000,EMERALDS,10000.0,0,0
109000,TOMATOES,4988.5,0,0
109100,TOMATOES,4988.0,0,0
109100,EMERALDS,10000.0,0,0
109200,TOMATOES,4988.0,0,0
109200,EMERALDS,10000.0,0,0
109300,EMERALDS,10000.0,0,0
109300,TOMATOES,4988.5,0,0
109400,EMERALDS,10000.0,0,0
109400,TOMATOES,4989.5,0,0
109500,TOMATOES,4990.0,0,0
109500,EMERALDS,10000.0,0,0
109600,TOMATOES,4990.0,0,0
109600,EMERALDS,10000.0,0,0
109700,EMERALDS,10000.0,0,0
109700,TOMATOES,4990.0,0,0
109800,EMERALDS,10000.0,0,0
109800,TOMATOES,4991.0,0,0
109900,TOMATOES,4992.0,0,0
109900,EMERALDS,10000.0,0,0
110000,TOMATOES,4993.0,0,0
110000,EMERALDS,10000.0,0,0
110100,EMERALDS,9996.0,0,0
110100,TOMATOES,4992.5,0,0
110200,EMERALDS,10000.0,0,0
110200,TOMATOES,4992.5,0,0
110300,TOMATOES,4992.5,0,0
110300,EMERALDS,10000.0,0,0
110400,TOMATOES,4993.0,0,0
110400,EMERALDS,10000.0,0,0
110500,TOMATOES,4993.5,0,0
110500,EMERALDS,10000.0,0,0
110600,EMERALDS,10000.0,0,0
110600,TOMATOES,4993.5,0,0
110700,TOMATOES,4993.0,0,0
110700,EMERALDS,10000.0,0,0
110800,EMERALDS,10000.0,0,0
110800,TOMATOES,4993.0,0,0
110900,TOMATOES,4993.0,0,0
110900,EMERALDS,10000.0,0,0
111000,EMERALDS,10000.0,0,0
111000,TOMATOES,4992.5,0,0
111100,TOMATOES,4992.0,0,0
111100,EMERALDS,10000.0,0,0
111200,EMERALDS,10000.0,0,0
111200,TOMATOES,4993.5,0,0
111300,TOMATOES,4993.5,0,0
111300,EMERALDS,10000.0,0,0
111400,EMERALDS,10000.0,0,0
111400,TOMATOES,4992.5,0,0
111500,TOMATOES,4993.0,0,0
111500,EMERALDS,10000.0,0,0
111600,EMERALDS,10000.0,0,0
111600,TOMATOES,4993.0,0,0
111700,TOMATOES,4993.5,0,0
111700,EMERALDS,10000.0,0,0
111800,EMERALDS,10000.0,0,0
111800,TOMATOES,4992.5,0,0
111900,TOMATOES,4993.0,0,0
111900,EMERALDS,10000.0,0,0
112000,EMERALDS,10000.0,0,0
112000,TOMATOES,4992.5,0,0
112100,TOMATOES,4992.5,0,0
112100,EMERALDS,10000.0,0,0
112200,EMERALDS,10000.0,0,0
112200,TOMATOES,4993.0,0,0
112300,TOMATOES,4993.5,0,0
112300,EMERALDS,10000.0,0,0
112400,EMERALDS,10000.0,0,0
112400,TOMATOES,4992.0,0,0
112500,TOMATOES,4992.5,0,0
112500,EMERALDS,10000.0,0,0
112600,EMERALDS,10000.0,0,0
112600,TOMATOES,4992.5,0,0
112700,EMERALDS,10000.0,0,0
112700,TOMATOES,4992.5,0,0
112800,EMERALDS,10000.0,0,0
112800,TOMATOES,4992.5,0,0
112900,TOMATOES,4993.5,0,0
112900,EMERALDS,10000.0,0,0
113000,TOMATOES,4996.0,0,0
113000,EMERALDS,10000.0,0,0
113100,EMERALDS,10000.0,0,0
113100,TOMATOES,4992.5,0,0
113200,EMERALDS,10000.0,0,0
113200,TOMATOES,4993.5,0,0
113300,TOMATOES,4994.0,0,0
113300,EMERALDS,10000.0,0,0
113400,TOMATOES,4994.0,0,0
113400,EMERALDS,10000.0,0,0
113500,EMERALDS,10000.0,0,0
113500,TOMATOES,4994.0,0,0
113600,EMERALDS,10000.0,0,0
113600,TOMATOES,4994.0,0,0
113700,TOMATOES,4993.5,0,0
113700,EMERALDS,10000.0,0,0
113800,TOMATOES,4993.0,0,0
113800,EMERALDS,10000.0,0,0
113900,EMERALDS,10000.0,0,0
113900,TOMATOES,4994.0,0,0
114000,EMERALDS,10004.0,0,0
114000,TOMATOES,4994.5,0,0
114100,TOMATOES,4995.0,0,0
114100,EMERALDS,10000.0,0,0
114200,TOMATOES,4993.5,0,0
114200,EMERALDS,10000.0,0,0
114300,EMERALDS,10000.0,0,0
114300,TOMATOES,4993.0,0,0
114400,EMERALDS,10000.0,0,0
114400,TOMATOES,4992.5,0,0
114500,TOMATOES,4992.5,0,0
114500,EMERALDS,10000.0,0,0
114600,TOMATOES,4992.0,0,0
114600,EMERALDS,10000.0,0,0
114700,EMERALDS,10000.0,0,0
114700,TOMATOES,4992.5,0,0
114800,EMERALDS,10000.0,0,0
114800,TOMATOES,4993.0,0,0
114900,TOMATOES,4992.5,0,0
114900,EMERALDS,10000.0,0,0
115000,TOMATOES,4992.5,0,0
115000,EMERALDS,10000.0,0,0
115100,EMERALDS,10000.0,0,0
115100,TOMATOES,4993.0,0,0
115200,EMERALDS,10000.0,0,0
115200,TOMATOES,4994.0,0,0
115300,TOMATOES,4993.5,0,0
115300,EMERALDS,10000.0,0,0
115400,TOMATOES,4993.5,0,0
115400,EMERALDS,10000.0,0,0
115500,EMERALDS,10000.0,0,0
115500,TOMATOES,4993.5,0,0
115600,EMERALDS,10000.0,0,0
115600,TOMATOES,4994.0,0,0
115700,TOMATOES,4994.0,0,0
115700,EMERALDS,10000.0,0,0
115800,TOMATOES,4993.5,0,0
115800,EMERALDS,10000.0,0,0
115900,EMERALDS,10000.0,0,0
115900,TOMATOES,4993.5,0,0
116000,EMERALDS,10000.0,0,0
116000,TOMATOES,4993.5,0,0
116100,TOMATOES,4994.0,0,0
116100,EMERALDS,10000.0,0,0
116200,TOMATOES,4995.0,0,0
116200,EMERALDS,10000.0,0,0
116300,EMERALDS,10000.0,0,0
116300,TOMATOES,4994.5,0,0
116400,EMERALDS,10000.0,0,0
116400,TOMATOES,4994.5,0,0
116500,TOMATOES,4994.5,0,0
116500,EMERALDS,10000.0,0,0
116600,TOMATOES,4995.5,0,0
116600,EMERALDS,10000.0,0,0
116700,EMERALDS,10000.0,0,0
116700,TOMATOES,4995.5,0,0
116800,EMERALDS,10000.0,0,0
116800,TOMATOES,4995.5,0,0
116900,TOMATOES,4995.5,0,0
116900,EMERALDS,10000.0,0,0
117000,TOMATOES,4996.0,0,0
117000,EMERALDS,10000.0,0,0
117100,EMERALDS,10000.0,0,0
117100,TOMATOES,4996.5,0,0
117200,EMERALDS,10000.0,0,0
117200,TOMATOES,4997.0,0,0
117300,TOMATOES,4998.0,0,0
117300,EMERALDS,10000.0,0,0
117400,TOMATOES,4998.5,0,0
117400,EMERALDS,10000.0,0,0
117500,EMERALDS,10000.0,0,0
117500,TOMATOES,4998.0,0,0
117600,EMERALDS,10000.0,0,0
117600,TOMATOES,5001.0,0,0
117700,TOMATOES,4998.0,0,0
117700,EMERALDS,10000.0,0,0
117800,TOMATOES,4998.0,0,0
117800,EMERALDS,10000.0,0,0
117900,EMERALDS,10000.0,0,0
117900,TOMATOES,4998.0,0,0
118000,EMERALDS,10000.0,0,0
118000,TOMATOES,4997.5,0,0
118100,TOMATOES,4998.0,0,0
118100,EMERALDS,10000.0,0,0
118200,TOMATOES,4997.5,0,0
118200,EMERALDS,10000.0,0,0
118300,EMERALDS,10000.0,0,0
118300,TOMATOES,4997.0,0,0
118400,EMERALDS,10000.0,0,0
118400,TOMATOES,4996.5,0,0
118500,TOMATOES,4995.5,0,0
118500,EMERALDS,10000.0,0,0
118600,TOMATOES,4999.0,0,0
118600,EMERALDS,10000.0,0,0
118700,EMERALDS,10000.0,0,0
118700,TOMATOES,4996.0,0,0
118800,EMERALDS,10000.0,0,0
118800,TOMATOES,4996.5,0,0
118900,TOMATOES,4997.5,0,0
118900,EMERALDS,10000.0,0,0
119000,TOMATOES,4997.5,0,0
119000,EMERALDS,10000.0,0,0
119100,EMERALDS,10000.0,0,0
119100,TOMATOES,4997.5,0,0
119200,EMERALDS,10000.0,0,0
119200,TOMATOES,4997.0,0,0
119300,TOMATOES,4996.5,0,0
119300,EMERALDS,10000.0,0,0
119400,EMERALDS,10004.0,0,0
119400,TOMATOES,4996.5,0,0
119500,TOMATOES,4996.0,0,0
119500,EMERALDS,10000.0,0,0
119600,EMERALDS,10000.0,0,0
119600,TOMATOES,4996.5,0,0
119700,TOMATOES,4996.5,0,0
119700,EMERALDS,10000.0,0,0
119800,EMERALDS,10000.0,0,0
119800,TOMATOES,5000.0,0,0
119900,TOMATOES,4997.5,0,0
119900,EMERALDS,10004.0,0,0
120000,EMERALDS,10000.0,0,0
120000,TOMATOES,4997.5,0,0
120100,TOMATOES,4997.5,0,0
120100,EMERALDS,10000.0,0,0
120200,EMERALDS,10000.0,0,0
120200,TOMATOES,4997.5,0,0
120300,TOMATOES,4998.0,0,0
120300,EMERALDS,10000.0,0,0
120400,EMERALDS,10000.0,0,0
120400,TOMATOES,4997.5,0,0
120500,TOMATOES,4997.0,0,0
120500,EMERALDS,10000.0,0,0
120600,EMERALDS,10000.0,0,0
120600,TOMATOES,4996.5,0,0
120700,TOMATOES,4996.5,0,0
120700,EMERALDS,10000.0,0,0
120800,EMERALDS,10000.0,0,0
120800,TOMATOES,4996.5,0,0
120900,TOMATOES,4996.5,0,0
120900,EMERALDS,10000.0,0,0
121000,EMERALDS,10000.0,0,0
121000,TOMATOES,4996.5,0,0
121100,TOMATOES,4997.0,0,0
121100,EMERALDS,10000.0,0,0
121200,EMERALDS,10000.0,0,0
121200,TOMATOES,4997.0,0,0
121300,TOMATOES,4997.5,0,0
121300,EMERALDS,10000.0,0,0
121400,EMERALDS,10000.0,0,0
121400,TOMATOES,4997.5,0,0
121500,TOMATOES,4997.0,0,0
121500,EMERALDS,10000.0,0,0
121600,TOMATOES,4997.0,0,0
121600,EMERALDS,10000.0,0,0
121700,EMERALDS,10000.0,0,0
121700,TOMATOES,4997.0,0,0
121800,EMERALDS,10000.0,0,0
121800,TOMATOES,4997.0,0,0
121900,TOMATOES,4996.5,0,0
121900,EMERALDS,9996.0,0,0
122000,TOMATOES,4997.0,0,0
122000,EMERALDS,10000.0,0,0
122100,EMERALDS,10000.0,0,0
122100,TOMATOES,4997.0,0,0
122200,EMERALDS,10000.0,0,0
122200,TOMATOES,4997.0,0,0
122300,TOMATOES,4996.5,0,0
122300,EMERALDS,10000.0,0,0
122400,TOMATOES,4996.5,0,0
122400,EMERALDS,10000.0,0,0
122500,EMERALDS,10000.0,0,0
122500,TOMATOES,4992.0,0,0
122600,EMERALDS,10000.0,0,0
122600,TOMATOES,4995.5,0,0
122700,TOMATOES,4995.5,0,0
122700,EMERALDS,10000.0,0,0
122800,TOMATOES,4995.5,0,0
122800,EMERALDS,10000.0,0,0
122900,EMERALDS,10004.0,0,0
122900,TOMATOES,4995.5,0,0
123000,EMERALDS,9996.0,0,0
123000,TOMATOES,4996.0,0,0
123100,TOMATOES,4996.0,0,0
123100,EMERALDS,10000.0,0,0
123200,TOMATOES,4995.5,0,0
123200,EMERALDS,10000.0,0,0
123300,EMERALDS,10000.0,0,0
123300,TOMATOES,4994.5,0,0
123400,EMERALDS,10000.0,0,0
123400,TOMATOES,4994.5,0,0
123500,TOMATOES,4994.0,0,0
123500,EMERALDS,10000.0,0,0
123600,TOMATOES,4994.0,0,0
123600,EMERALDS,10000.0,0,0
123700,EMERALDS,10000.0,0,0
123700,TOMATOES,4993.5,0,0
123800,EMERALDS,10000.0,0,0
123800,TOMATOES,4993.5,0,0
123900,TOMATOES,4994.0,0,0
123900,EMERALDS,10000.0,0,0
124000,TOMATOES,4993.5,0,0
124000,EMERALDS,10000.0,0,0
124100,EMERALDS,10000.0,0,0
124100,TOMATOES,4994.5,0,0
124200,EMERALDS,10000.0,0,0
124200,TOMATOES,4993.0,0,0
124300,TOMATOES,4993.0,0,0
124300,EMERALDS,10000.0,0,0
124400,TOMATOES,4993.0,0,0
124400,EMERALDS,10000.0,0,0
124500,EMERALDS,10000.0,0,0
124500,TOMATOES,4993.5,0,0
124600,EMERALDS,10000.0,0,0
124600,TOMATOES,4994.0,0,0
124700,TOMATOES,4995.0,0,0
124700,EMERALDS,10000.0,0,0
124800,TOMATOES,4995.5,0,0
124800,EMERALDS,10000.0,0,0
124900,EMERALDS,10000.0,0,0
124900,TOMATOES,4995.0,0,0
125000,EMERALDS,10000.0,0,0
125000,TOMATOES,4994.5,0,0
125100,TOMATOES,4994.0,0,0
125100,EMERALDS,10000.0,0,0
125200,TOMATOES,4994.0,0,0
125200,EMERALDS,10000.0,0,0
125300,EMERALDS,10000.0,0,0
125300,TOMATOES,4993.0,0,0
125400,EMERALDS,10000.0,0,0
125400,TOMATOES,4993.0,0,0
125500,TOMATOES,4993.0,0,0
125500,EMERALDS,10000.0,0,0
125600,TOMATOES,4993.0,0,0
125600,EMERALDS,10000.0,0,0
125700,EMERALDS,10000.0,0,0
125700,TOMATOES,4993.5,0,0
125800,EMERALDS,10000.0,0,0
125800,TOMATOES,4993.0,0,0
125900,TOMATOES,4989.5,0,0
125900,EMERALDS,10000.0,0,0
126000,TOMATOES,4992.5,0,0
126000,EMERALDS,10000.0,0,0
126100,EMERALDS,10000.0,0,0
126100,TOMATOES,4993.0,0,0
126200,EMERALDS,10000.0,0,0
126200,TOMATOES,4993.0,0,0
126300,TOMATOES,4993.0,0,0
126300,EMERALDS,10000.0,0,0
126400,TOMATOES,4994.0,0,0
126400,EMERALDS,10000.0,0,0
126500,EMERALDS,10000.0,0,0
126500,TOMATOES,4994.5,0,0
126600,EMERALDS,10000.0,0,0
126600,TOMATOES,4994.0,0,0
126700,TOMATOES,4994.0,0,0
126700,EMERALDS,10000.0,0,0
126800,TOMATOES,4994.0,0,0
126800,EMERALDS,10000.0,0,0
126900,EMERALDS,10000.0,0,0
126900,TOMATOES,4994.5,0,0
127000,EMERALDS,10000.0,0,0
127000,TOMATOES,4994.0,0,0
127100,TOMATOES,4993.5,0,0
127100,EMERALDS,10000.0,0,0
127200,TOMATOES,4993.0,0,0
127200,EMERALDS,10000.0,0,0
127300,EMERALDS,10000.0,0,0
127300,TOMATOES,4993.0,0,0
127400,EMERALDS,10000.0,0,0
127400,TOMATOES,4992.5,0,0
127500,TOMATOES,4993.5,0,0
127500,EMERALDS,10000.0,0,0
127600,TOMATOES,4996.0,0,0
127600,EMERALDS,10000.0,0,0
127700,EMERALDS,10004.0,0,0
127700,TOMATOES,4993.0,0,0
127800,EMERALDS,10000.0,0,0
127800,TOMATOES,4993.0,0,0
127900,TOMATOES,4993.0,0,0
127900,EMERALDS,10000.0,0,0
128000,TOMATOES,4993.0,0,0
128000,EMERALDS,10000.0,0,0
128100,EMERALDS,10000.0,0,0
128100,TOMATOES,4993.5,0,0
128200,EMERALDS,10000.0,0,0
128200,TOMATOES,4993.5,0,0
128300,TOMATOES,4993.5,0,0
128300,EMERALDS,10000.0,0,0
128400,EMERALDS,10000.0,0,0
128400,TOMATOES,4994.0,0,0
128500,TOMATOES,4994.0,0,0
128500,EMERALDS,10000.0,0,0
128600,EMERALDS,10000.0,0,0
128600,TOMATOES,4994.0,0,0
128700,TOMATOES,4994.5,0,0
128700,EMERALDS,10000.0,0,0
128800,EMERALDS,9996.0,0,0
128800,TOMATOES,4994.5,0,0
128900,TOMATOES,4994.0,0,0
128900,EMERALDS,10000.0,0,0
129000,EMERALDS,10000.0,0,0
129000,TOMATOES,4994.0,0,0
129100,TOMATOES,4995.0,0,0
129100,EMERALDS,10000.0,0,0
129200,EMERALDS,10000.0,0,0
129200,TOMATOES,4994.5,0,0
129300,TOMATOES,4994.0,0,0
129300,EMERALDS,10000.0,0,0
129400,EMERALDS,10000.0,0,0
129400,TOMATOES,4997.0,0,0
129500,TOMATOES,4993.0,0,0
129500,EMERALDS,10000.0,0,0
129600,EMERALDS,10000.0,0,0
129600,TOMATOES,4993.5,0,0
129700,TOMATOES,4990.5,0,0
129700,EMERALDS,10000.0,0,0
129800,EMERALDS,10000.0,0,0
129800,TOMATOES,4994.5,0,0
129900,TOMATOES,4994.0,0,0
129900,EMERALDS,10000.0,0,0
130000,EMERALDS,10000.0,0,0
130000,TOMATOES,4994.0,0,0
130100,TOMATOES,4993.0,0,0
130100,EMERALDS,10000.0,0,0
130200,EMERALDS,10000.0,0,0
130200,TOMATOES,4993.0,0,0
130300,TOMATOES,4992.5,0,0
130300,EMERALDS,10000.0,0,0
130400,EMERALDS,10000.0,0,0
130400,TOMATOES,4991.5,0,0
130500,TOMATOES,4992.0,0,0
130500,EMERALDS,10000.0,0,0
130600,TOMATOES,4991.5,0,0
130600,EMERALDS,10000.0,0,0
130700,EMERALDS,10000.0,0,0
130700,TOMATOES,4991.5,0,0
130800,EMERALDS,10000.0,0,0
130800,TOMATOES,4991.5,0,0
130900,TOMATOES,4991.5,0,0
130900,EMERALDS,10000.0,0,0
131000,TOMATOES,4991.5,0,0
131000,EMERALDS,10000.0,0,0
131100,EMERALDS,10000.0,0,0
131100,TOMATOES,4991.5,0,0
131200,EMERALDS,10000.0,0,0
131200,TOMATOES,4991.0,0,0
131300,TOMATOES,4991.5,0,0
131300,EMERALDS,10000.0,0,0
131400,TOMATOES,4991.5,0,0
131400,EMERALDS,10000.0,0,0
131500,EMERALDS,10000.0,0,0
131500,TOMATOES,4992.5,0,0
131600,EMERALDS,10000.0,0,0
131600,TOMATOES,4993.5,0,0
131700,TOMATOES,4992.5,0,0
131700,EMERALDS,10000.0,0,0
131800,TOMATOES,4993.0,0,0
131800,EMERALDS,10000.0,0,0
131900,EMERALDS,10000.0,0,0
131900,TOMATOES,4992.5,0,0
132000,EMERALDS,10000.0,0,0
132000,TOMATOES,4992.5,0,0
132100,TOMATOES,4993.0,0,0
132100,EMERALDS,10000.0,0,0
132200,TOMATOES,4993.5,0,0
132200,EMERALDS,10000.0,0,0
132300,EMERALDS,10000.0,0,0
132300,TOMATOES,4993.5,0,0
132400,EMERALDS,10000.0,0,0
132400,TOMATOES,4994.5,0,0
132500,TOMATOES,4994.0,0,0
132500,EMERALDS,10000.0,0,0
132600,TOMATOES,4993.5,0,0
132600,EMERALDS,10000.0,0,0
132700,EMERALDS,10000.0,0,0
132700,TOMATOES,4994.0,0,0
132800,EMERALDS,10000.0,0,0
132800,TOMATOES,4994.5,0,0
132900,TOMATOES,4994.0,0,0
132900,EMERALDS,10000.0,0,0
133000,TOMATOES,4994.5,0,0
133000,EMERALDS,10000.0,0,0
133100,EMERALDS,10000.0,0,0
133100,TOMATOES,4995.0,0,0
133200,EMERALDS,10000.0,0,0
133200,TOMATOES,4994.0,0,0
133300,TOMATOES,4994.0,0,0
133300,EMERALDS,10000.0,0,0
133400,TOMATOES,4994.0,0,0
133400,EMERALDS,10000.0,0,0
133500,EMERALDS,10000.0,0,0
133500,TOMATOES,4994.0,0,0
133600,EMERALDS,10000.0,0,0
133600,TOMATOES,4995.0,0,0
133700,TOMATOES,4994.0,0,0
133700,EMERALDS,10000.0,0,0
133800,TOMATOES,4994.5,0,0
133800,EMERALDS,10000.0,0,0
133900,EMERALDS,10000.0,0,0
133900,TOMATOES,4994.0,0,0
134000,EMERALDS,10000.0,0,0
134000,TOMATOES,4990.5,0,0
134100,TOMATOES,4994.0,0,0
134100,EMERALDS,10000.0,0,0
134200,TOMATOES,4993.5,0,0
134200,EMERALDS,10000.0,0,0
134300,EMERALDS,10000.0,0,0
134300,TOMATOES,4993.0,0,0
134400,EMERALDS,10000.0,0,0
134400,TOMATOES,4993.0,0,0
134500,TOMATOES,4992.5,0,0
134500,EMERALDS,10000.0,0,0
134600,TOMATOES,4996.0,0,0
134600,EMERALDS,10000.0,0,0
134700,EMERALDS,10000.0,0,0
134700,TOMATOES,4993.0,0,0
134800,EMERALDS,10000.0,0,0
134800,TOMATOES,4992.5,0,0
134900,TOMATOES,4992.0,0,0
134900,EMERALDS,10000.0,0,0
135000,TOMATOES,4992.5,0,0
135000,EMERALDS,10000.0,0,0
135100,EMERALDS,10000.0,0,0
135100,TOMATOES,4992.0,0,0
135200,EMERALDS,10000.0,0,0
135200,TOMATOES,4992.5,0,0
135300,TOMATOES,4992.5,0,0
135300,EMERALDS,10000.0,0,0
135400,TOMATOES,4992.5,0,0
135400,EMERALDS,10000.0,0,0
135500,EMERALDS,10000.0,0,0
135500,TOMATOES,4992.5,0,0
135600,EMERALDS,10000.0,0,0
135600,TOMATOES,4992.5,0,0
135700,TOMATOES,4992.0,0,0
135700,EMERALDS,10000.0,0,0
135800,TOMATOES,4989.5,0,0
135800,EMERALDS,10000.0,0,0
135900,EMERALDS,10000.0,0,0
135900,TOMATOES,4988.5,0,0
136000,EMERALDS,10000.0,0,0
136000,TOMATOES,4993.0,0,0
136100,TOMATOES,4993.5,0,0
136100,EMERALDS,10000.0,0,0
136200,TOMATOES,4994.0,0,0
136200,EMERALDS,10000.0,0,0
136300,EMERALDS,10000.0,0,0
136300,TOMATOES,4998.0,0,0
136400,EMERALDS,10000.0,0,0
136400,TOMATOES,4994.0,0,0
136500,TOMATOES,4993.0,0,0
136500,EMERALDS,10000.0,0,0
136600,TOMATOES,4993.5,0,0
136600,EMERALDS,10000.0,0,0
136700,EMERALDS,10000.0,0,0
136700,TOMATOES,4992.0,0,0
136800,EMERALDS,10000.0,0,0
136800,TOMATOES,4992.5,0,0
136900,TOMATOES,4992.5,0,0
136900,EMERALDS,10000.0,0,0
137000,TOMATOES,4992.5,0,0
137000,EMERALDS,10000.0,0,0
137100,TOMATOES,4992.5,0,0
137100,EMERALDS,10000.0,0,0
137200,EMERALDS,10000.0,0,0
137200,TOMATOES,4993.5,0,0
137300,TOMATOES,4993.5,0,0
137300,EMERALDS,10000.0,0,0
137400,EMERALDS,10000.0,0,0
137400,TOMATOES,4994.0,0,0
137500,TOMATOES,4994.0,0,0
137500,EMERALDS,10000.0,0,0
137600,EMERALDS,10000.0,0,0
137600,TOMATOES,4994.0,0,0
137700,TOMATOES,4994.0,0,0
137700,EMERALDS,10000.0,0,0
137800,EMERALDS,10000.0,0,0
137800,TOMATOES,4994.5,0,0
137900,TOMATOES,4995.0,0,0
137900,EMERALDS,10000.0,0,0
138000,EMERALDS,10000.0,0,0
138000,TOMATOES,4995.0,0,0
138100,TOMATOES,4994.0,0,0
138100,EMERALDS,10000.0,0,0
138200,EMERALDS,10000.0,0,0
138200,TOMATOES,4993.5,0,0
138300,TOMATOES,4994.0,0,0
138300,EMERALDS,10000.0,0,0
138400,EMERALDS,9996.0,0,0
138400,TOMATOES,4995.0,0,0
138500,TOMATOES,4994.5,0,0
138500,EMERALDS,10000.0,0,0
138600,EMERALDS,10000.0,0,0
138600,TOMATOES,4990.5,0,0
138700,TOMATOES,4994.0,0,0
138700,EMERALDS,10000.0,0,0
